title,authors,subjects,category,rating,ratings_count,price,year,source,rating_numeric,ratings_count_numeric,content
Death in the Clouds,Agatha Christie,"Detective and mystery stories | Fiction | Hercule Poirot (Fictitious character) | Private investigators | Murder | English Detective and mystery stories | Mystery | Murder in fiction | Private investigators in fiction | Poirot,Hercule(Fictitious character)",mystery,4.2941175,17,Not Available,1935,Open Library API,4.2941175,17.0,"Death in the Clouds Agatha Christie Detective and mystery stories | Fiction | Hercule Poirot (Fictitious character) | Private investigators | Murder | English Detective and mystery stories | Mystery | Murder in fiction | Private investigators in fiction | Poirot,Hercule(Fictitious character) mystery"
The Mysterious Rider,Zane Grey,"Large type books | Ranchers | Fiction | Gunfights | Orphans | Frontier and pioneer life | Social life and customs | Manners and customs | Fiction, westerns | Westerns",mystery,4.0,1,Not Available,1921,Open Library API,4.0,1.0,"The Mysterious Rider Zane Grey Large type books | Ranchers | Fiction | Gunfights | Orphans | Frontier and pioneer life | Social life and customs | Manners and customs | Fiction, westerns | Westerns mystery"
The Mystery of the Burnt Cottage,Enid Blyton,"Children's fiction | Mystery and detective stories | Adventure and adventurers, fiction | Children's stories | Juvenile fiction | Detective and mystery stories | Mystery fiction | Adventure stories | Dogs, fiction | Fire, fiction",mystery,4.75,12,Not Available,1943,Open Library API,4.75,12.0,"The Mystery of the Burnt Cottage Enid Blyton Children's fiction | Mystery and detective stories | Adventure and adventurers, fiction | Children's stories | Juvenile fiction | Detective and mystery stories | Mystery fiction | Adventure stories | Dogs, fiction | Fire, fiction mystery"
The Big Four,Agatha Christie,"Fiction | Mystery | Private investigators | Large type books | Hercule Poirot (Fictitious character) | Translations into Arabic | English Detective and mystery stories | English literature | Fiction, mystery & detective | Poirot, hercule (fictitious character), fiction",mystery,4.181818,22,Not Available,1927,Open Library API,4.181818,22.0,"The Big Four Agatha Christie Fiction | Mystery | Private investigators | Large type books | Hercule Poirot (Fictitious character) | Translations into Arabic | English Detective and mystery stories | English literature | Fiction, mystery & detective | Poirot, hercule (fictitious character), fiction mystery"
The Scarlet Slipper Mystery,Carolyn Keene,"Juvenile fiction | Smuggling | Fiction | Mystery and detective stories | Women detectives | Detective and mystery stories | Adventure and adventurers | Nancy Drew (Fictitious character) | Drew, nancy (fictitious character), fiction | Children's fiction",mystery,2.6666667,3,Not Available,1954,Open Library API,2.6666667,3.0,"The Scarlet Slipper Mystery Carolyn Keene Juvenile fiction | Smuggling | Fiction | Mystery and detective stories | Women detectives | Detective and mystery stories | Adventure and adventurers | Nancy Drew (Fictitious character) | Drew, nancy (fictitious character), fiction | Children's fiction mystery"
The Clocks,Agatha Christie,"Fiction | Mystery | Hercule Poirot (Fictitious character) | Private investigators | Detective and mystery stories | English Detective and mystery stories | England, fiction | Poirot, hercule (fictitious character), fiction | Fiction, mystery & detective, traditional | Murder",mystery,3.3636363,11,Not Available,1963,Open Library API,3.3636363,11.0,"The Clocks Agatha Christie Fiction | Mystery | Hercule Poirot (Fictitious character) | Private investigators | Detective and mystery stories | English Detective and mystery stories | England, fiction | Poirot, hercule (fictitious character), fiction | Fiction, mystery & detective, traditional | Murder mystery"
Mike's Mystery,Gertrude Chandler Warner,Detective and mystery stories | Families | Familias | Orphans | Juvenile fiction | Ficción juvenil | Cuentos de misterio y detectives | Huérfanos | Spanish language materials | Boxcar children (Fictitious characters),mystery,3.5,4,Not Available,1960,Open Library API,3.5,4.0,Mike's Mystery Gertrude Chandler Warner Detective and mystery stories | Families | Familias | Orphans | Juvenile fiction | Ficción juvenil | Cuentos de misterio y detectives | Huérfanos | Spanish language materials | Boxcar children (Fictitious characters) mystery
Hallowe'en Party,Agatha Christie,Fiction | Mystery | Murder | Murder Mystery | Private investigators | Private investigators in fiction | Hercule Poirot (Fictitious character) | Senior detectives | Drowning victims | Murder investigations,mystery,3.4666667,15,Not Available,1969,Open Library API,3.4666667,15.0,Hallowe'en Party Agatha Christie Fiction | Mystery | Murder | Murder Mystery | Private investigators | Private investigators in fiction | Hercule Poirot (Fictitious character) | Senior detectives | Drowning victims | Murder investigations mystery
The A.B.C. Murders,Agatha Christie,Fiction | Mystery | Agatha Christie | Hercule Poirot (Fictitious character) | Series | #13 | Classic | British | Literature | Stories,mystery,4.0677967,59,Not Available,1936,Open Library API,4.0677967,59.0,The A.B.C. Murders Agatha Christie Fiction | Mystery | Agatha Christie | Hercule Poirot (Fictitious character) | Series | #13 | Classic | British | Literature | Stories mystery
Dumb Witness,Agatha Christie,Fiction | Hercule Poirot (Fictitious character) | Private investigators | Private investigators in fiction | Mystery | Murder | Last letters before death | Investigation | Large type books | Accidents,mystery,4.0,11,Not Available,1937,Open Library API,4.0,11.0,Dumb Witness Agatha Christie Fiction | Hercule Poirot (Fictitious character) | Private investigators | Private investigators in fiction | Mystery | Murder | Last letters before death | Investigation | Large type books | Accidents mystery
Cards on the Table,Agatha Christie,"Fiction | Hercule Poirot (Fictitious character) | Private investigators | Private investigators in fiction | Detective and mystery stories | Mystery | Poirot, Hercule (Fictitious character) Fiction | Zhen tan xiao shuo | Chang pian xiao shuo | Fiction, mystery & detective, general",mystery,3.875,16,Not Available,1936,Open Library API,3.875,16.0,"Cards on the Table Agatha Christie Fiction | Hercule Poirot (Fictitious character) | Private investigators | Private investigators in fiction | Detective and mystery stories | Mystery | Poirot, Hercule (Fictitious character) Fiction | Zhen tan xiao shuo | Chang pian xiao shuo | Fiction, mystery & detective, general mystery"
They Do It with Mirrors,Agatha Christie,"Fiction | Jane Marple (Fictitious character) | Women detectives | Detective and mystery stories | Mystery | Marple, jane (fictitious character), fiction | England, fiction | Fiction, mystery & detective, general | English literature | Fiction, mystery & detective, traditional",mystery,4.3333335,9,Not Available,1952,Open Library API,4.3333335,9.0,"They Do It with Mirrors Agatha Christie Fiction | Jane Marple (Fictitious character) | Women detectives | Detective and mystery stories | Mystery | Marple, jane (fictitious character), fiction | England, fiction | Fiction, mystery & detective, general | English literature | Fiction, mystery & detective, traditional mystery"
The Gatehouse Mystery,Julie Campbell,1950s | Contemporary Fiction | Detective and mystery stories | Juvenile fiction | Mistery Fiction | Trixie Belden Series | Mystery and detective stories | Children's fiction,mystery,4.625,8,Not Available,1951,Open Library API,4.625,8.0,The Gatehouse Mystery Julie Campbell 1950s | Contemporary Fiction | Detective and mystery stories | Juvenile fiction | Mistery Fiction | Trixie Belden Series | Mystery and detective stories | Children's fiction mystery
The spider sapphire mystery,Carolyn Keene,"Detective and mystery stories | Children's stories | Mystery and detective stories | Fiction | Juvenile Fiction | Mystery | Drew, nancy (fictitious character), fiction | Children's fiction | Nancy Drew (Fictitious character) | Women detectives",mystery,4.6666665,3,Not Available,1967,Open Library API,4.6666665,3.0,"The spider sapphire mystery Carolyn Keene Detective and mystery stories | Children's stories | Mystery and detective stories | Fiction | Juvenile Fiction | Mystery | Drew, nancy (fictitious character), fiction | Children's fiction | Nancy Drew (Fictitious character) | Women detectives mystery"
Peril at End House,Agatha Christie,"Captain Hastings (Fictitious character) | English Detective and mystery stories | Fiction | Hercule Poirot (Fictitious character) | Mystery | Private investigators | Detective and mystery stories | English literature | English language | Fiction, mystery & detective, general",mystery,4.181818,22,Not Available,1932,Open Library API,4.181818,22.0,"Peril at End House Agatha Christie Captain Hastings (Fictitious character) | English Detective and mystery stories | Fiction | Hercule Poirot (Fictitious character) | Mystery | Private investigators | Detective and mystery stories | English literature | English language | Fiction, mystery & detective, general mystery"
Poirot investigates,Agatha Christie,Hercule Poirot (Fictitious character) | Private investigators | Chief Inspector Japp (Fictitious character) | Belgians | English Detective and mystery stories | Detective and mystery stories | Fiction | Captain Hastings (Fictitious character) | English Short stories | Historical Fiction,mystery,4.3333335,18,Not Available,1924,Open Library API,4.3333335,18.0,Poirot investigates Agatha Christie Hercule Poirot (Fictitious character) | Private investigators | Chief Inspector Japp (Fictitious character) | Belgians | English Detective and mystery stories | Detective and mystery stories | Fiction | Captain Hastings (Fictitious character) | English Short stories | Historical Fiction mystery
The Year's 25 Finest Crime and Mystery Stories (Years 25  Finest Crime and Mystery Stories),Mystery Scene,Detective and mystery stories | Short stories | Nouvelles,mystery,,,Not Available,1992,Open Library API,,,The Year's 25 Finest Crime and Mystery Stories (Years 25  Finest Crime and Mystery Stories) Mystery Scene Detective and mystery stories | Short stories | Nouvelles mystery
The Haunted Hotel,Wilkie Collins,"Fiction | English fiction | Hotels | Horror fiction | Haunted houses | Large type books | Classic Literature | Fiction, mystery & detective, traditional | Italy, fiction | Fiction, fantasy, paranormal",mystery,3.0,3,Not Available,1878,Open Library API,3.0,3.0,"The Haunted Hotel Wilkie Collins Fiction | English fiction | Hotels | Horror fiction | Haunted houses | Large type books | Classic Literature | Fiction, mystery & detective, traditional | Italy, fiction | Fiction, fantasy, paranormal mystery"
Evil Under the Sun,Agatha Christie,Hercule Poirot (Fictitious character) | Private investigators | Detective and mystery stories | Open Library Staff Picks | Detectives | Fiction | Belgians | Mystery | English literature | Murder,mystery,3.68,25,Not Available,1941,Open Library API,3.68,25.0,Evil Under the Sun Agatha Christie Hercule Poirot (Fictitious character) | Private investigators | Detective and mystery stories | Open Library Staff Picks | Detectives | Fiction | Belgians | Mystery | English literature | Murder mystery
The London Eye mystery,Siobhan Dowd,Asperger's syndrome | Brothers and sisters | Cousins | Juvenile fiction | Meteorology | Fiction | Mystery and detective stories | Missing children | Detective and mystery stories | Juvenile fictoin,mystery,4.4444447,9,Not Available,2008,Open Library API,4.4444447,9.0,The London Eye mystery Siobhan Dowd Asperger's syndrome | Brothers and sisters | Cousins | Juvenile fiction | Meteorology | Fiction | Mystery and detective stories | Missing children | Detective and mystery stories | Juvenile fictoin mystery
Houseboat Mystery,Gertrude Chandler Warner,Juvenile fiction | Orphans | Brothers and sisters | Fiction | Boxcar children (Fictitious characters) | Family | Detective and mystery stories | Treasure-trove | Mystery and detective stories | Houseboats,mystery,4.0,4,Not Available,1967,Open Library API,4.0,4.0,Houseboat Mystery Gertrude Chandler Warner Juvenile fiction | Orphans | Brothers and sisters | Fiction | Boxcar children (Fictitious characters) | Family | Detective and mystery stories | Treasure-trove | Mystery and detective stories | Houseboats mystery
